original_title,popularity,vote_average,vote_count,Comedy,TV Movie,Family,Science Fiction,Drama,Romance,Action,War,Mystery,Music,Adventure,Crime,Horror,Animation,History,Fantasy,Western,Thriller,Running time,Budget,Box Office,Actors Box Office %,Director Box Office %,Earnings,Oscar and Golden Globes nominations,Oscar and Golden Globes awards,IMDb score,ROI,successo
The Spiderwick Chronicles,50.934,6.629,2517,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,107,90000000,164000000,0.11109999999999999,0.5,74000000,0,0,6.6,0.8222222222222222,0
Kill the Messenger,11.646,6.629,820,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,112,5000000,13000000,0.5555,1.0,8000000,0,0,7.0,1.6,1
Caddyshack,91.476,6.629,1111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,6000000,40000000,0.5,0.5,34000000,0,0,7.4,5.666666666666667,1
Trance,23.351,6.627,2118,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,101,20000000,24000000,0.5555,0.5555,4000000,0,0,7.0,0.2,0
Tuck Everlasting,17.532,6.626,451,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,90,15000000,19600000,0.6667000000000001,0.6667000000000001,4600000,0,0,6.7,0.30666666666666664,0
The Long Kiss Goodnight,35.78,6.625,1128,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,121,65000000,90000000,0.0,0.2,25000000,0,0,6.7,0.38461538461538464,0
Live Free or Die Hard,35.112,6.624,5615,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,129,110000000,388000000,1.0,0.6667000000000001,278000000,0,0,7.2,2.5272727272727273,1
Ninja Assassin,44.427,6.624,1480,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,99,40000000,61700000,0.0,0.3333,21700000,0,0,6.4,0.5425,0
Ninja Assassin,44.427,6.624,1480,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,99,40000000,61700000,0.0,0.3333,21700000,0,0,6.4,0.5425,0
Something's Gotta Give,22.052,6.6,1528,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,128,80000000,266000000,0.6667000000000001,1.0,186000000,1,0,6.7,2.325,0
No Reservations,40.38,6.624,1268,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,104,28000000,92000000,0.75,0.6,64000000,0,0,6.3,2.2857142857142856,0
Resident Evil,96.613,6.624,6114,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,100,33000000,102000000,0.5,0.5,69000000,0,0,6.7,2.090909090909091,0
The Addams Family,44.169,6.623,2226,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,99,38000000,191000000,0.6667000000000001,0.7142000000000001,153000000,0,0,6.8,4.026315789473684,0
Man of Steel,136.102,6.623,14774,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,143,225000000,668000000,0.8889,0.5714,443000000,0,0,7.2,1.968888888888889,1
Bright Star,28.641,6.623,428,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,119,8500000,5440000,0.0,0.3333,-3060000,0,0,7.0,-0.36,0
Body of Lies,20.768,6.623,2913,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,128,70000000,119000000,0.3333,0.3529,49000000,0,0,7.1,0.7,0
Exotica,31.055,6.622,307,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,103,2000000,5000000,1.0,0.25,3000000,0,0,7.2,1.5,1
Away We Go,11.153,6.622,551,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,98,17000000,15000000,0.16670000000000001,0.625,-2000000,0,0,7.1,-0.11764705882352941,0
Rugrats in Paris: The Movie,17.451,6.6,438,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,78,30000000,100000000,1.0,1.0,70000000,0,0,6.1,2.3333333333333335,0
Kinsey,26.066,6.622,443,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,118,11000000,7000000,0.42219999999999996,0.5,-4000000,1,0,7.1,-0.36363636363636365,0
Jack Reacher,78.622,6.621,6789,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,130,60000000,218000000,0.8214,0.75,158000000,0,0,7.0,2.6333333333333333,1
Jack Reacher,78.622,6.621,6789,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,130,60000000,218000000,0.8214,0.75,158000000,0,0,7.0,2.6333333333333333,1
The Chronicles of Narnia: Prince Caspian,54.075,6.621,6180,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,150,225000000,419000000,0.3333,0.75,194000000,0,0,6.6,0.8622222222222222,0
Tinker Tailor Soldier Spy,17.072,6.618,2529,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,127,20000000,80000000,0.6444,1.0,60000000,9,1,7.1,3.0,1
Buried,55.322,6.618,2705,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,95,3000000,19000000,1.0,0.5,16000000,0,0,7.0,5.333333333333333,1
The Cabin in the Woods,34.276,6.618,7604,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,95,30000000,70000000,0.5714,1.0,40000000,0,0,7.0,1.3333333333333333,1
The Skeleton Key,15.317,6.618,1996,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,104,43000000,68300000,0.3333,0.0,25300000,0,0,6.5,0.5883720930232558,0
Cloudy with a Chance of Meatballs,44.724,6.617,5732,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,90,100000000,243000000,0.44,1.0,143000000,1,0,7.0,1.43,1
Pet Sematary,130.544,6.617,2064,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,103,11500000,57000000,0.3333,0.5,45500000,0,0,6.6,3.9565217391304346,0
The Brothers Bloom,14.328,6.616,601,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,114,20000000,5000000,0.44,0.5,-15000000,0,0,6.9,-0.75,0
Madagascar 3: Europe's Most Wanted,55.865,6.614,5935,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,93,145000000,746000000,0.5333,0.8,601000000,0,0,6.9,4.144827586206897,0
Street Kings,31.545,6.613,1428,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,109,20000000,66000000,0.6667000000000001,0.7142000000000001,46000000,0,0,6.8,2.3,0
Thirteen,31.276,6.6,1563,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1500000,10000000,0.8332999999999999,0.6667000000000001,8500000,1,0,6.8,5.666666666666667,0
The Forbidden Kingdom,28.271,6.612,1631,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,104,55000000,128000000,0.61,0.6,73000000,0,0,6.6,1.3272727272727274,0
Bad Boys II,65.185,6.61,5151,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,147,130000000,273000000,0.16670000000000001,0.6923,143000000,0,0,6.6,1.1,0
A Most Violent Year,25.857,6.608,1365,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,125,20000000,12000000,0.8332999999999999,0.5,-8000000,1,0,7.0,-0.4,0
She's Gotta Have It,9.429,6.607,312,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,88,175000,7000000,0.8332999999999999,0.5,6825000,0,0,6.5,39.0,0
Colombiana,49.245,6.6,2493,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,112,40000000,61000000,0.16670000000000001,0.6667000000000001,21000000,0,0,6.4,0.525,0
The Diary of a Teenage Girl,16.845,6.605,703,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,102,2000000,1500000,0.0,0.0,-500000,0,0,6.9,-0.25,0
Sunshine Cleaning,11.374,6.605,727,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,91,8000000,17000000,0.44,1.0,9000000,0,0,6.9,1.125,0
Time Bandits,47.544,6.605,944,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,103,5000000,42300000,0.5,0.4285,37300000,0,0,7.0,7.46,1
Bringing Out the Dead,16.509,6.603,1015,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,121,32000000,16000000,0.3333,0.44439999999999996,-16000000,1,0,6.8,-0.5,0
The Kids Are All Right,14.882,6.602,1430,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,106,3500000,34700000,1.0,1.0,31200000,8,2,7.1,8.914285714285715,1
Love in the Time of Cholera,14.035,6.602,368,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,139,45000000,31000000,0.0,0.4285,-14000000,1,0,6.4,-0.3111111111111111,0
The Heat,29.139,6.6,3814,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,123,43000000,229000000,0.6667000000000001,0.4,186000000,0,0,6.6,4.325581395348837,0
My Best Friend's Wedding,17.511,6.6,2542,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,105,46000000,299000000,0.6667000000000001,1.0,253000000,1,0,6.3,5.5,0
Footloose,40.607,6.599,1610,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,107,8200000,80000000,0.4167,1.0,71800000,3,0,6.5,8.75609756097561,0
There's Something About Mary,31.669,6.599,4787,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,107,23000000,370000000,0.5793,0.6667000000000001,347000000,2,0,7.1,15.08695652173913,1
Old School,120.119,6.598,1741,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,24000000,87000000,0.8332999999999999,0.7142000000000001,63000000,0,0,7.2,2.625,1
Black Rain,27.136,6.597,1031,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,125,30000000,40000000,0.3095,0.3529,10000000,0,0,6.6,0.3333333333333333,0
Hannah Montana: The Movie,19.229,6.595,1966,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,102,30000000,155000000,0.8889,0.75,125000000,0,0,4.2,4.166666666666667,0
Miss Potter,26.524,6.596,473,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,88,30000000,35000000,0.16670000000000001,0.5,5000000,3,1,7.0,0.16666666666666666,0
Side Effects,27.096,6.595,2989,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,106,30000000,63000000,0.7222,0.6875,33000000,0,0,7.1,1.1,1
Side Effects,27.096,6.595,2989,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,106,30000000,66000000,0.7222,0.6875,36000000,1,0,7.1,1.2,1
28 Weeks Later,34.891,6.595,4121,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,100,15000000,65000000,0.6667000000000001,1.0,50000000,0,0,7.0,3.3333333333333335,1
Scoop,25.577,6.595,1576,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,96,4000000,17000000,0.5,0.2857,13000000,0,0,6.7,3.25,0
Sea of Love,12.544,6.594,593,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,113,19000000,112000000,0.3555,0.2,93000000,1,0,6.8,4.894736842105263,0
The Pelican Brief,85.605,6.594,1489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,141,45000000,196000000,0.61,0.5,151000000,0,0,6.5,3.3555555555555556,0
Final Destination,77.385,6.6,5374,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,98,23000000,112000000,1.0,0.5,89000000,0,0,6.7,3.869565217391304,0
Housebound,16.272,6.593,807,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,107,350000,1000000,1.0,1.0,650000,0,0,6.8,1.8571428571428572,0
Conspiracy Theory,46.358,6.593,1392,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,135,75000000,137000000,0.16670000000000001,0.5,62000000,0,0,6.7,0.8266666666666667,0
Australia,33.634,6.593,2221,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,165,130000000,211000000,0.16670000000000001,0.8,81000000,1,0,6.6,0.6230769230769231,0
Torn Curtain,21.248,6.593,555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,128,6000000,7000000,0.0,0.3333,1000000,0,0,6.7,0.16666666666666666,0
Ender's Game,33.002,6.592,5657,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,114,110000000,125000000,0.6667000000000001,0.5,15000000,0,0,6.7,0.13636363636363635,0
This Is Where I Leave You,25.94,6.591,1272,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,103,19800000,41000000,0.5555,0.9167000000000001,21200000,0,0,6.6,1.0707070707070707,0
Hanna,31.399,6.591,3267,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,111,30000000,40000000,0.0,0.2857,10000000,1,0,6.8,0.3333333333333333,0
Hamlet,26.692,6.6,389,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,150,18000000,32000000,0.3333,0.5555,14000000,8,1,7.8,0.7777777777777778,0
On Her Majesty's Secret Service,32.108,6.591,1794,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,142,7000000,82000000,1.0,1.0,75000000,0,0,6.8,10.714285714285714,0
Saw II,45.571,6.591,5186,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,95,4000000,150000000,0.5555,0.75,146000000,0,0,6.6,36.5,0
EuroTrip,57.058,6.59,2461,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,25000000,2000000,0.5,0.0,-23000000,0,0,6.6,-0.92,0
Star Trek III: The Search for Spock,15.074,6.6,1306,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,105,17000000,76000000,1.0,1.0,59000000,1,0,6.6,3.4705882352941178,0
Lethal Weapon 4,35.512,6.589,2527,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,127,140000000,285000000,0.9333,0.5,145000000,0,0,6.6,1.0357142857142858,0
Bernie,14.635,6.588,878,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,99,5000000,9200000,0.11109999999999999,0.5,4200000,0,0,6.8,0.84,0
Logan's Run,245.523,6.588,899,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,119,9000000,2100000,0.0,0.0,-6900000,8,2,6.8,-0.7666666666666667,0
American Pie,82.625,6.585,7451,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,95,11000000,235000000,0.5,0.5,224000000,3,0,7.0,20.363636363636363,1
Walk Hard: The Dewey Cox Story,16.605,6.584,642,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,120,35000000,20000000,0.3333,0.5,-15000000,0,0,6.7,-0.42857142857142855,0
Things We Lost in the Fire,9.728,6.584,335,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,118,16000000,8000000,0.3333,0.0,-8000000,0,0,7.2,-0.5,0
The Four Feathers,12.448,6.583,510,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,125,35000000,29000000,0.25,0.3333,-6000000,0,0,6.5,-0.17142857142857143,0
The Great Raid,23.292,6.6,330,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,132,80000000,27000000,0.22219999999999998,0.0,-53000000,0,0,6.7,-0.6625,0
Secret Window,32.947,6.582,3471,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,96,40000000,123000000,0.4947,0.2,83000000,0,0,6.6,2.075,0
Night at the Museum,36.184,6.6,9911,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,108,110000000,574000000,0.81,0.9167000000000001,464000000,0,0,6.4,4.218181818181818,0
Underworld: Evolution,54.681,6.58,3884,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,102,50000000,62600000,0.7333,0.6667000000000001,12600000,0,0,6.8,0.252,0
Return of the Living Dead III,18.345,6.579,802,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,97,2000000,5400000,1.0,1.0,3400000,0,0,5.9,1.7,0
Unstoppable,51.554,6.6,3398,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,98,100000000,168000000,0.44,0.41659999999999997,68000000,1,0,6.8,0.68,0
The Curse of the Jade Scorpion,10.371,6.6,737,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,103,26000000,5500000,0.2777,0.2857,-20500000,0,0,6.8,-0.7884615384615384,0
To Die For,15.977,6.6,744,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,106,20000000,6600000,0.9167000000000001,0.4285,-13400000,1,0,6.8,-0.67,0
Pinocchio,49.627,6.576,1479,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,88,2600000,164000000,1.0,1.0,161400000,0,0,7.5,62.07692307692308,1
Recess: School's Out,19.868,6.576,328,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,82,23000000,44000000,0.0,0.0,21000000,0,0,6.5,0.9130434782608695,0
Double Jeopardy,31.883,6.576,1251,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,105,70000000,177000000,0.8332999999999999,0.6667000000000001,107000000,0,0,6.4,1.5285714285714285,0
Out of the Furnace,18.875,6.575,1892,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,116,22000000,15000000,0.44,0.3333,-7000000,0,0,6.8,-0.3181818181818182,0
Horrible Bosses,49.073,6.574,6165,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,106,35000000,209000000,0.8332999999999999,1.0,174000000,1,0,6.9,4.9714285714285715,0
The Exorcism of Emily Rose,35.544,6.573,2678,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,122,20000000,145000000,0.8,1.0,125000000,2,0,6.7,6.25,0
Trust,28.003,6.572,902,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,106,9500000,547000,0.0,0.0,-8953000,0,0,7.0,-0.9424210526315789,0
It Follows,56.818,6.571,6159,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,100,2000000,20000000,1.0,1.0,18000000,0,0,6.9,9.0,0
The Mask of Zorro,29.293,6.571,3868,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,136,65000000,245000000,0.8889,0.77,180000000,0,0,6.7,2.769230769230769,0
Austin Powers: International Man of Mystery,25.039,6.571,3253,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,68,17000000,67700000,0.7222,0.5714,50700000,0,0,7.0,2.9823529411764707,1
The Howling,132.872,6.57,722,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,91,1000000,18000000,0.5,0.4285,17000000,0,0,6.6,17.0,0
You Only Live Twice,126.306,6.569,2087,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,117,9500000,111000000,1.0,1.0,101500000,2,0,6.9,10.68421052631579,0
High School Musical,26.315,6.6,4464,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,98,4200000,211000000,1.0,0.8,206800000,0,0,5.2,49.23809523809524,0
The Limey,81.844,6.568,405,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,89,9000000,4000000,0.6667000000000001,0.6875,-5000000,0,0,7.1,-0.5555555555555556,0
Super,23.989,6.568,1470,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,96,2500000,324000,0.6667000000000001,0.3333,-2176000,0,0,6.8,-0.8704,0
High School Musical 3: Senior Year,21.003,6.567,3378,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,112,11000000,253000000,0.6667000000000001,0.8,242000000,1,0,4.5,22.0,0
Inherent Vice,65.651,6.566,2410,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,148,20000000,14700000,0.0,0.3333,-5300000,3,0,6.7,-0.265,0
Super Troopers,23.229,6.566,1046,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,100,1200000,23400000,0.61,0.5,22200000,0,0,7.1,18.5,1
Funny Games,26.128,6.566,1970,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,111,15000000,21000000,0.22219999999999998,0.3333,6000000,0,0,6.5,0.4,0
Ocean's Twelve,29.145,6.566,7033,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,125,110000000,362000000,0.6667000000000001,0.6875,252000000,1,0,6.4,2.290909090909091,0
The Grey,297.663,6.565,3711,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,117,25000000,79000000,0.7,0.6667000000000001,54000000,0,0,6.8,2.16,0
The Debt,20.496,6.565,863,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,113,20000000,136000000,0.8,0.8,116000000,6,0,6.9,5.8,0
The Salton Sea,13.079,6.565,306,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,103,18000000,1000000,0.1333,0.8,-17000000,0,0,7.2,-0.9444444444444444,0
The Nutty Professor,14.046,6.564,399,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,95,54000000,274000000,0.8055,0.6667000000000001,220000000,1,0,5.6,4.074074074074074,0
A Night at the Roxbury,20.327,6.563,860,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,82,17000000,31000000,0.6667000000000001,0.0,14000000,0,0,6.2,0.8235294117647058,0
Alice Through the Looking Glass,52.46,6.562,6243,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,113,170000000,299000000,0.5384,0.3333,129000000,0,0,6.4,0.7588235294117647,0
Sliding Doors,19.989,6.562,1266,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,99,9000000,58000000,0.3333,0.5,49000000,0,0,6.8,5.444444444444445,0
Titan A.E.,16.171,6.561,1041,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,94,75000000,37000000,0.6667000000000001,0.6667000000000001,-38000000,0,0,6.6,-0.5066666666666667,0
Seeking a Friend for the End of the World,14.5,6.561,1963,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,101,10000000,9900000,0.22219999999999998,0.0,-100000,0,0,6.7,-0.01,0
Star Wars: Episode II - Attack of the Clones,44.607,6.6,12837,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,142,115000000,653000000,1.0,1.0,538000000,0,0,6.7,4.678260869565217,0
Step Brothers,43.333,6.559,2992,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,65000000,128000000,0.3333,0.6667000000000001,63000000,0,0,6.9,0.9692307692307692,0
Hitch,34.987,6.559,5595,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,118,70000000,368000000,0.2666,0.6667000000000001,298000000,2,0,6.6,4.257142857142857,0
Over the Hedge,45.291,6.557,4311,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,83,80000000,336000000,0.7222,1.0,256000000,0,0,6.8,3.2,0
Monte Carlo,24.816,6.557,2051,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,109,20000000,39000000,0.0,0.5,19000000,0,0,5.8,0.95,0
Find Me Guilty,12.485,6.557,468,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,125,13000000,2000000,0.8889,0.6,-11000000,0,0,7.1,-0.8461538461538461,0
Puss in Boots,47.799,6.556,3841,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,90,130000000,555000000,0.8332999999999999,1.0,425000000,1,0,6.7,3.269230769230769,0
Pandorum,60.47,6.556,2279,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,108,33000000,20000000,0.5,0.0,-13000000,0,0,6.8,-0.3939393939393939,0
Halloween II,48.182,6.556,1926,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,119,15000000,39000000,0.8889,1.0,24000000,0,0,4.9,1.6,0
Halloween,450.625,6.555,4541,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,101,300000,47000000,0.77,0.5384,46700000,0,0,7.9,155.66666666666666,1
Silent Hill,58.811,6.555,4129,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,132,50000000,97600000,0.3333,0.0,47600000,0,0,6.6,0.952,0
The Legend of Bagger Vance,13.436,6.6,852,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,126,60000000,39000000,0.44,0.4,-21000000,0,0,6.7,-0.35,0
The Giver,36.873,6.55,4340,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,97,25000000,45000000,0.22219999999999998,0.6667000000000001,20000000,0,0,6.5,0.8,0
Prometheus,280.914,6.55,11744,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,124,130000000,403000000,0.4777,0.3529,273000000,1,0,7.0,2.1,1
Pirates of the Caribbean: On Stranger Tides,103.015,6.547,13611,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,136,250000000,1046000000,0.8554999999999999,0.6,796000000,0,0,6.7,3.184,0
The Postman Always Rings Twice,13.766,6.547,471,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,122,12000000,5000000,0.0,0.0,-7000000,0,0,6.6,-0.5833333333333334,0
Star Wars: Episode I - The Phantom Menace,60.532,6.547,14174,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,136,115000000,1027000000,0.8665999999999999,1.0,912000000,3,0,6.5,7.930434782608696,0
Stripes,64.721,6.546,863,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,117,10000000,85000000,0.6667000000000001,0.875,75000000,0,0,6.9,7.5,0
The Warrior's Way,19.458,6.545,601,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,100,45000000,22500000,0.5,0.0,-22500000,0,0,6.3,-0.5,0
The Mighty Ducks,13.143,6.545,843,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,10000000,51000000,0.6667000000000001,0.4285,41000000,0,0,6.4,4.1,0
He's Just Not That Into You,30.654,6.545,3530,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,129,40000000,178000000,1.0,0.25,138000000,0,0,6.4,3.45,0
The Quick and the Dead,27.391,6.544,1647,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,107,32000000,19000000,0.0,0.615,-13000000,0,0,6.4,-0.40625,0
Flyboys,19.392,6.544,767,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,140,60000000,23000000,0.5555,0.0,-37000000,0,0,6.6,-0.6166666666666667,0
A Cinderella Story,30.234,6.543,3096,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,95,20000000,70000000,0.8571,0.5,50000000,0,0,5.9,2.5,0
Shaft,50.665,6.542,1659,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,99,46000000,107000000,0.7222,0.4285,61000000,0,0,5.9,1.326086956521739,0
Spectre,537.621,6.542,10258,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,148,245000000,880000000,1.0,0.625,635000000,2,2,6.8,2.5918367346938775,0
Outbreak,121.172,6.5,2159,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,127,50000000,190000000,0.7666,0.6667000000000001,140000000,0,0,6.6,2.8,0
