original_title,popularity,vote_average,vote_count,Comedy,TV Movie,Family,Science Fiction,Drama,Romance,Action,War,Mystery,Music,Adventure,Crime,Horror,Animation,History,Fantasy,Western,Thriller,Running time,Budget,Box Office,Actors Box Office %,Director Box Office %,Earnings,Oscar and Golden Globes nominations,Oscar and Golden Globes awards,IMDb score,ROI,successo
Inside Llewyn Davis,173.94,7.197,2602,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,104,11000000,13000000,0.3333,0.7142000000000001,2000000,2,1,7.4,0.18181818181818182,0
K-PAX,38.763,7.196,2318,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,120,48000000,65000000,0.38880000000000003,0.0,17000000,0,0,7.4,0.3541666666666667,0
Melancholia,365.931,7.195,3376,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,130,7400000,21000000,0.46,0.5,13600000,10,1,7.1,1.837837837837838,1
Reign Over Me,15.155,7.193,1017,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,124,20000000,22000000,0.6296,0.6667000000000001,2000000,0,0,7.5,0.1,0
The Talented Mr. Ripley,41.777,7.193,3538,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,139,40000000,128000000,0.9333,1.0,88000000,3,0,7.3,2.2,1
Men in Black,131.063,7.193,13371,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,98,90000000,590000000,0.25,0.7142000000000001,500000000,5,1,7.3,5.555555555555555,1
Alice in Wonderland,66.464,7.192,5675,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,108,200000000,1020000000,0.5384,0.6667000000000001,820000000,2,2,6.5,4.1,0
Alice in Wonderland,66.464,7.192,5675,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,108,200000000,334000000,0.5384,0.6667000000000001,134000000,3,2,6.5,0.67,0
Thank You for Smoking,19.771,7.192,2089,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,92,6500000,39600000,0.8817,0.6667000000000001,33100000,2,0,7.6,5.092307692307692,1
3:10 to Yuma,17.844,7.191,336,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,122,55000000,71000000,0.6667000000000001,0.75,16000000,2,0,7.8,0.2909090909090909,0
Mrs. Doubtfire,65.939,7.191,5903,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,125,25000000,441300000,0.7265999999999999,0.7272,416300000,6,2,6.9,16.652,0
Burlesque,19.247,7.19,2179,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,119,55000000,89700000,0.3333,0.0,34700000,0,0,6.4,0.6309090909090909,0
Little Boy,19.733,7.189,508,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,106,20000000,35000000,0.1888,0.0,15000000,0,0,7.4,0.75,0
Invictus,24.259,7.189,3995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,134,60000000,122000000,1.0,0.75,62000000,2,1,7.4,1.0333333333333334,1
Beverly Hills Cop,36.292,7.189,3869,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,105,14000000,315000000,1.0,0.5,301000000,3,1,7.3,21.5,1
Cadillac Records,19.73,7.188,412,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,109,12000000,8600000,0.2,0.0,-3400000,0,0,7.0,-0.2833333333333333,0
Pat Garrett & Billy the Kid,14.7,7.185,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,106,4638783,11000000,1.0,0.6667000000000001,6361217,0,0,7.4,1.3713116134123973,1
The Secret Life of Walter Mitty,37.267,7.184,7376,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,114,90000000,188000000,0.5,0.8,98000000,0,0,7.3,1.0888888888888888,1
La Bamba,36.373,7.184,667,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,108,6500000,54000000,0.6667000000000001,1.0,47500000,0,0,6.8,7.3076923076923075,0
The Karate Kid,33.811,7.185,4005,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,126,8000000,359000000,0.77,1.0,351000000,0,0,7.2,43.875,1
The Karate Kid,33.811,7.185,4005,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,126,8000000,91000000,0.77,1.0,83000000,0,0,7.2,10.375,1
The Maze Runner,116.258,7.183,16537,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,113,34000000,348000000,1.0,1.0,314000000,0,0,6.8,9.235294117647058,0
Tora! Tora! Tora!,20.896,7.182,517,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,160,25000000,100000000,0.8889,0.8,75000000,2,1,7.5,3.0,1
Open Range,42.749,7.182,1007,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,139,22000000,68000000,0.7936,0.6667000000000001,46000000,0,0,7.5,2.090909090909091,1
Babel,29.738,7.182,3620,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,143,25000000,135000000,1.0,0.8,110000000,5,1,7.5,4.4,1
Set It Off,17.041,7.181,331,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,123,9000000,41000000,0.8889,0.625,32000000,0,0,6.8,3.5555555555555554,0
The Bucket List,29.597,7.181,3637,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,97,45000000,175000000,1.0,0.4545,130000000,0,0,7.4,2.888888888888889,1
A League of Their Own,21.338,7.18,1327,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,128,40000000,132000000,0.75,0.5,92000000,0,0,7.2,2.3,1
Kiss Kiss Bang Bang,13.365,7.18,2587,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,103,15000000,15000000,0.3333,0.5,0,0,0,7.6,0.0,0
Identity,29.879,7.18,3713,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,91,30000000,90400000,0.3333,0.75,60400000,0,0,7.3,2.013333333333333,1
300,48.343,7.18,13328,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,117,65000000,456000000,0.3666,0.5714,391000000,0,0,7.7,6.015384615384615,1
Eddie the Eagle,22.194,7.178,2049,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,106,23000000,46000000,1.0,1.0,23000000,0,0,7.5,1.0,1
Eddie the Eagle,22.194,7.178,2049,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,106,23000000,46000000,1.0,1.0,23000000,0,0,7.5,1.0,1
Hugo,36.82,7.178,7011,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,126,170000000,185000000,0.8332999999999999,0.44439999999999996,15000000,11,5,7.5,0.08823529411764706,0
The Patriot,46.164,7.178,3774,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,142,110000000,215000000,0.5,0.5,105000000,3,0,7.1,0.9545454545454546,1
Elizabeth,33.389,7.177,1334,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,124,25000000,82000000,0.8665999999999999,0.3333,57000000,8,1,7.5,2.28,1
50/50,22.889,7.175,3660,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,8000000,41000000,1.0,0.5,33000000,0,0,7.7,4.125,1
Les Misérables,24.888,7.176,595,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,158,61000000,441000000,0.5714,0.6667000000000001,380000000,8,3,7.6,6.229508196721311,1
The English Patient,24.634,7.175,2069,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,162,27000000,78000000,0.44,1.0,51000000,12,9,7.4,1.8888888888888888,1
Last Holiday,59.739,7.174,699,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,112,45000000,70000000,0.3333,0.4,25000000,0,0,6.4,0.5555555555555556,0
Lars and the Real Girl,17.997,7.173,1741,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,106,12000000,6000000,0.23800000000000002,0.0,-6000000,1,1,7.4,-0.5,0
42,23.923,7.172,1735,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,128,40000000,97000000,1.0,0.4,57000000,1,0,7.5,1.425,1
Carnage,25.004,7.172,2829,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80,25000000,28000000,0.5,0.3333,3000000,0,0,7.2,0.12,0
A Simple Plan,27.773,7.172,858,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,121,17000000,17000000,0.5,0.615,0,3,0,7.5,0.0,0
Crimson Tide,34.76,7.17,1672,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,123,53000000,157000000,0.8571,0.41659999999999997,104000000,3,0,7.3,1.9622641509433962,1
Bound,173.382,7.169,881,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,109,4500000,7000000,0.3333,0.5,2500000,3,0,7.4,0.5555555555555556,0
Out of Africa,24.043,7.169,1324,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,161,31000000,227000000,0.5,0.8,196000000,11,7,7.2,6.32258064516129,1
The Alamo,23.741,7.168,330,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,137,107000000,26000000,0.5,0.6,-81000000,0,0,6.0,-0.7570093457943925,0
The Alamo,23.741,7.168,330,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,137,107000000,23000000,0.5,0.6,-84000000,0,0,6.0,-0.7850467289719626,0
Seven Years in Tibet,27.914,7.167,2737,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,136,70000000,131000000,0.5555,0.0,61000000,0,0,7.0,0.8714285714285714,1
Vera Drake,24.363,7.166,340,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,125,11000000,14000000,0.77,0.0,3000000,10,7,7.7,0.2727272727272727,0
A History of Violence,25.568,7.166,3086,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,96,32000000,60000000,0.2571,0.14279999999999998,28000000,2,0,7.5,0.875,1
Gravity,493.28,7.165,14951,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,91,100000000,723000000,1.0,0.75,623000000,10,7,7.8,6.23,1
Wall Street,30.872,7.163,1965,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,126,15000000,43000000,0.8889,0.35710000000000003,28000000,3,1,7.4,1.8666666666666667,1
Star Trek IV: The Voyage Home,27.02,7.2,1414,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,119,25000000,133000000,1.0,1.0,108000000,4,0,7.3,4.32,1
Secondhand Lions,22.096,7.16,727,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,30000000,45000000,0.3214,0.0,15000000,0,0,7.6,0.5,0
Troy,67.062,7.16,9845,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,196,175000000,497000000,0.5,0.6667000000000001,322000000,0,0,7.2,1.84,1
Big,44.763,7.159,3477,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,130,18000000,150000000,0.6667000000000001,0.5,132000000,0,0,7.3,7.333333333333333,1
Friday,31.577,7.158,1715,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,3500000,28000000,0.5,0.625,24500000,0,0,7.3,7.0,1
The Last Castle,17.963,7.154,1204,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,131,60000000,16000000,0.11109999999999999,0.0,-44000000,0,0,6.9,-0.7333333333333333,0
Point Break,75.91,7.154,3403,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,114,105000000,133000000,0.2777,0.0,28000000,0,0,5.3,0.26666666666666666,0
Point Break,75.91,7.154,3403,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,114,105000000,133000000,0.2777,0.0,28000000,1,0,5.3,0.26666666666666666,0
The Way Way Back,16.044,7.153,1714,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,103,5000000,23000000,0.7222,1.0,18000000,0,0,7.4,3.6,1
Straw Dogs,72.073,7.151,901,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,110,25000000,11000000,0.16670000000000001,0.0,-14000000,0,0,5.8,-0.56,0
Munich,60.221,7.151,2515,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,163,70000000,130000000,0.16670000000000001,0.846,60000000,5,0,7.6,0.8571428571428571,1
Pale Rider,24.758,7.15,1009,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,115,6900000,41000000,0.6833,0.75,34100000,0,0,7.3,4.942028985507246,1
House of Sand and Fog,10.635,7.148,724,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,126,15000000,22000000,0.6667000000000001,0.0,7000000,1,0,7.6,0.4666666666666667,0
Master and Commander: The Far Side of the World,22.686,7.145,3041,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,138,150000000,214000000,0.3333,0.75,64000000,10,2,7.4,0.4266666666666667,0
The Return of the Living Dead,29.26,7.144,1952,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,108,4000000,14000000,0.8889,1.0,10000000,0,0,7.3,2.5,1
Lolita,51.73,7.146,1695,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,152,2000000,23000000,1.0,1.0,21000000,1,0,7.7,10.5,1
Lolita,51.73,7.146,1695,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,152,2000000,9000000,1.0,1.0,7000000,1,0,7.7,3.5,1
Poltergeist,75.259,7.144,2865,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,120,10700000,76200000,0.2777,0.5714,65500000,3,0,7.4,6.121495327102804,1
Unbreakable,112.202,7.142,8984,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,106,75000000,248000000,0.77,0.77,173000000,0,0,7.2,2.3066666666666666,1
The Proposal,58.998,7.1,6565,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,108,40000000,317000000,0.77,0.6,277000000,0,0,6.7,6.925,0
Punch-Drunk Love,21.062,7.142,2223,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,95,25000000,25000000,0.4629,0.3333,0,3,1,7.3,0.0,0
The Lucky One,35.224,7.14,3525,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,101,25000000,99000000,0.44439999999999996,0.6,74000000,0,0,6.5,2.96,0
Welcome to the Dollhouse,12.141,7.139,418,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,88,800000,4700000,1.0,0.5,3900000,0,0,7.5,4.875,1
Silver Linings Playbook,26.24,7.138,11717,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,122,21000000,236000000,0.5746,0.625,215000000,19,8,7.8,10.238095238095237,1
Stepmom,21.167,7.138,1375,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,124,50000000,159000000,0.8332999999999999,0.7272,109000000,2,0,6.7,2.18,0
High Fidelity,23.066,7.138,1898,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,113,20000000,47000000,0.5555,0.5454,27000000,1,0,7.6,1.35,1
Sherlock Holmes: A Game of Shadows,37.51,7.137,10078,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,129,125000000,544000000,1.0,0.625,419000000,0,0,7.5,3.352,1
The Land Before Time,27.529,7.136,2452,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,69,12500000,84000000,1.0,0.6667000000000001,71500000,0,0,7.3,5.72,1
Superman,506.786,7.135,3675,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,188,55000000,300000000,0.6888,0.5,245000000,3,0,7.3,4.454545454545454,1
The Master,22.685,7.134,2849,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,144,32000000,32000000,0.0,0.3333,0,3,0,7.1,0.0,0
Speed,62.671,7.134,5922,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,116,25000000,350000000,0.16670000000000001,0.6,325000000,5,2,7.2,13.0,1
8 Mile,63.046,7.134,6984,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,110,41000000,242000000,1.0,0.5,201000000,1,1,7.0,4.902439024390244,1
Across the Universe,20.342,7.1,1297,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,133,45000000,29000000,0.22219999999999998,0.25,-16000000,1,0,7.4,-0.35555555555555557,0
Across the Universe,20.342,7.1,1297,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,133,70000000,29700000,0.22219999999999998,0.25,-40300000,1,0,7.4,-0.5757142857142857,0
After,107.575,7.132,8058,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,90,650000,100000,0.16670000000000001,0.0,-550000,0,0,5.4,-0.8461538461538461,0
We Were Soldiers,35.936,7.132,1963,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,124,75000000,115000000,0.3333,0.5,40000000,0,0,7.1,0.5333333333333333,0
The Rock,312.641,7.1,4497,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,136,75000000,335000000,0.8332999999999999,0.6923,260000000,1,0,7.4,3.466666666666667,1
National Lampoon's Vacation,40.088,7.128,1479,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,98,15000000,60000000,0.5832999999999999,0.5,45000000,0,0,7.4,3.0,1
The Haunting,28.035,7.1,595,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,113,80000000,180000000,0.45,0.6,100000000,0,0,4.9,1.25,0
Quills,20.142,7.126,618,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,124,13500000,11000000,0.16670000000000001,0.0,-2500000,5,0,7.4,-0.18518518518518517,0
Where the Heart Is,17.876,7.126,661,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,120,15000000,41000000,0.8332999999999999,1.0,26000000,0,0,6.8,1.7333333333333334,0
Kick-Ass,59.947,7.124,11346,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,117,30000000,96000000,0.5666,0.75,66000000,0,0,7.7,2.2,1
Kick-Ass,59.947,7.124,11345,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,117,30000000,96000000,0.5666,0.75,66000000,0,0,7.7,2.2,1
Anomalisa,26.664,7.123,1643,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,90,8000000,5000000,0.16670000000000001,0.0,-3000000,1,0,7.3,-0.375,0
United 93,23.968,7.123,1420,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,111,15000000,77000000,1.0,0.8571,62000000,7,2,7.6,4.133333333333334,1
Snow White and the Seven Dwarfs,70.153,7.1,7143,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,83,2000000,184000000,1.0,1.0,182000000,0,0,7.7,91.0,1
The Doors,25.053,7.121,1365,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,140,38000000,34000000,0.6667000000000001,0.35710000000000003,-4000000,0,0,7.2,-0.10526315789473684,0
Lords of Dogtown,15.303,7.119,720,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,107,25000000,26000000,0.3111,0.6667000000000001,1000000,0,0,7.1,0.04,0
Pi,30.838,7.119,2148,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,84,60000,3200000,0.77,0.6667000000000001,3140000,0,0,7.5,52.333333333333336,1
Love Actually,103.9,7.117,6465,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,129,45000000,248000000,0.5777,1.0,203000000,2,0,7.7,4.511111111111111,1
The Lion King,257.354,7.114,9705,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,73,45000000,986000000,0.3333,1.0,941000000,4,2,8.5,20.91111111111111,1
The Virgin Suicides,46.183,7.1,3099,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,90,6000000,10000000,0.6547,0.5,4000000,0,0,7.2,0.6666666666666666,0
Finding Forrester,27.959,7.111,1035,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,136,43000000,80000000,0.3333,0.4285,37000000,1,0,7.3,0.8604651162790697,1
Remember Me,36.503,7.11,3461,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,113,16000000,18000000,0.2916,0.0,2000000,0,0,7.2,0.125,0
The Hunchback of Notre Dame,50.616,7.11,4830,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,91,100000000,325000000,0.5,0.5,225000000,0,0,6.9,2.25,0
Dead Man's Shoes,9.696,7.108,520,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,90,695393,6000000,0.5555,1.0,5304607,0,0,7.7,7.62821454918298,1
Aladdin,210.697,7.107,9764,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,90,28000000,504000000,0.6933,0.6667000000000001,476000000,11,5,8.0,17.0,1
Pinocchio,46.339,7.107,5663,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,88,2600000,164000000,1.0,1.0,161400000,0,0,7.5,62.07692307692308,1
Hustle & Flow,18.47,7.106,359,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,116,8000000,26000000,1.0,0.5,18000000,2,1,7.4,2.25,1
St. Vincent,48.686,7.105,1820,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,13000000,54800000,0.4888,1.0,41800000,1,0,7.3,3.2153846153846155,1
Bullets Over Broadway,11.465,7.105,583,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,98,20000000,23000000,0.2095,0.2857,3000000,7,1,7.5,0.15,0
Gremlins,68.207,7.104,6112,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,106,11000000,153000000,0.6667000000000001,0.4285,142000000,0,0,7.2,12.909090909090908,1
Buffalo '66,29.308,7.103,862,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,110,1500000,20000000,0.3333,0.5,18500000,1,0,7.5,12.333333333333334,1
Frenzy,22.897,7.103,856,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,116,2000000,3000000,0.0,0.3333,1000000,0,0,7.5,0.5,0
Brother,18.315,7.102,447,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,114,10000000,10000000,0.3333,0.0,0,0,0,7.2,0.0,0
John Q,58.982,7.101,2304,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,116,36000000,102000000,0.6,1.0,66000000,1,0,7.0,1.8333333333333333,1
Sideways,20.809,7.098,1587,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,126,12000000,160000000,0.9167000000000001,0.8,148000000,8,1,7.5,12.333333333333334,1
Quo Vadis,27.043,7.097,392,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,171,7623000,9600000,0.3333,0.0,1977000,0,0,7.2,0.25934671389216846,0
The Life Aquatic with Steve Zissou,17.568,7.096,2766,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,119,50000000,34800000,0.16670000000000001,0.2857,-15200000,0,0,7.3,-0.304,0
Whatever Works,18.086,7.095,1676,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,92,15000000,35000000,0.5555,0.2857,20000000,0,0,7.2,1.3333333333333333,1
The Emperor's Club,13.297,7.095,363,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,109,12500000,15000000,0.0,0.0,2500000,0,0,6.9,0.2,0
Little Children,26.386,7.094,956,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,137,26000000,14500000,0.16670000000000001,0.5,-11500000,3,0,7.6,-0.4423076923076923,0
Witness,26.883,7.093,1583,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,112,12000000,68000000,0.7737999999999999,0.75,56000000,8,2,7.4,4.666666666666667,1
The Holiday,43.084,7.093,4870,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,138,85000000,205000000,0.8332999999999999,1.0,120000000,0,0,6.9,1.411764705882353,0
Maleficent,95.008,7.092,12808,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,97,180000000,758000000,0.8332999999999999,1.0,578000000,1,1,7.0,3.2111111111111112,1
The Man from U.N.C.L.E.,45.114,7.089,6140,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,116,75000000,109000000,0.44,0.625,34000000,0,0,7.3,0.4533333333333333,0
Mean Streets,30.722,7.09,1997,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,112,500000,3000000,0.4,0.44439999999999996,2500000,0,0,7.4,5.0,1
Notes on a Scandal,22.324,7.084,857,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,92,15000000,50000000,0.5,1.0,35000000,4,0,7.4,2.3333333333333335,1
Dope,24.066,7.083,1437,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,103,7000000,18000000,0.8332999999999999,0.75,11000000,0,0,7.3,1.5714285714285714,1
The Hudsucker Proxy,24.501,7.083,996,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,111,30000000,40000000,0.3333,0.5,10000000,1,0,7.3,0.3333333333333333,0
Garden State,16.334,7.082,1772,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,102,2500000,35000000,0.8332999999999999,1.0,32500000,1,0,7.6,13.0,1
Concussion,40.207,7.08,2476,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,123,35000000,60000000,0.5,0.0,25000000,0,0,7.1,0.7142857142857143,0
Mission: Impossible - Ghost Protocol,53.523,7.081,9610,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,133,145000000,694000000,0.8055,0.6,549000000,0,0,7.4,3.786206896551724,1
127 Hours,32.13,7.081,7292,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,94,18000000,61000000,0.5555,0.5555,43000000,6,0,7.6,2.388888888888889,1
The Next Three Days,31.231,7.1,2765,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,133,35000000,20000000,0.44,0.6667000000000001,-15000000,1,0,7.4,-0.42857142857142855,0
The Producers,111.239,7.08,743,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,45000000,19000000,0.6667000000000001,0.0,-26000000,0,0,6.4,-0.5777777777777777,0
School of Rock,32.95,7.079,5428,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,108,35000000,131000000,0.8889,0.5,96000000,1,0,7.1,2.742857142857143,1
Paddington,38.925,7.078,3543,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,95,55000000,268000000,1.0,1.0,213000000,1,0,7.2,3.8727272727272726,1
Ant-Man,93.183,7.078,19294,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,117,130000000,519000000,0.77,1.0,389000000,1,0,7.4,2.9923076923076923,1
The Phantom of the Opera,11.99,7.1,327,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,143,70000000,154000000,0.4167,0.6667000000000001,84000000,3,0,7.4,1.2,1
